"YEAR";"HABITAT";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"ESPECE"
1998;"Terrestre";1,25852272727273;1,33522727272727;1,77272727272727;2,79020979020979;4,43286713286713;"PYRULA"
1999;"Terrestre";0,650757575757575;1,50757575757576;2,45959595959596;3,41161616161616;4,26843434343434;"PYRULA"
2000;"Terrestre";0,830427201394943;1,04988052568698;1,48148148148148;1,91666666666667;2,15909090909091;"PYRULA"
2001;"Terrestre";0,983458646616541;1,95723684210526;2,40372096606448;3,02884615384615;7,40769230769231;"PYRULA"
2002;"Terrestre";1,34317211948791;2,04166666666667;2,5;3,875;6,18181818181818;"PYRULA"
2003;"Terrestre";0,775462962962963;2,37779329608939;3,13636363636364;5;10,6845238095238;"PYRULA"
2004;"Terrestre";1,66666666666667;2,5;3,3718487394958;4,52840909090909;11,1116071428571;"PYRULA"
2005;"Terrestre";1,77083333333333;2,5;3,75;5;8,95238095238095;"PYRULA"
2006;"Terrestre";1,42272727272727;2,1875;3,10344827586207;5;8,83928571428571;"PYRULA"
2007;"Terrestre";1,38;2,14285714285714;3,63636363636364;5;9,81428571428572;"PYRULA"
2008;"Terrestre";1,09;3;3,75;6;10;"PYRULA"
2009;"Terrestre";1,953125;2,56993006993007;3;4,28571428571429;11,7857142857143;"PYRULA"
2010;"Terrestre";1,69419642857143;2,67045454545455;3;4,28289473684211;9,48124999999999;"PYRULA"
2011;"Terrestre";1,63815789473684;2,93181818181818;3,70426829268293;5,46016483516483;9,75;"PYRULA"
2012;"Terrestre";1,63988095238095;2,90625;3,75;4,86842105263158;6,3;"PYRULA"
2013;"Terrestre";1,32857142857143;2,30769230769231;4;6;8,1;"PYRULA"
2014;"Terrestre";1,35056390977444;2,19544648137197;3;6;12,25;"PYRULA"
2015;"Terrestre";1,05892857142857;3;4,5;6;10,5583135935665;"PYRULA"
2016;"Terrestre";1,90526315789474;2,875;3,33333333333333;5,71875;10,45;"PYRULA"
2017;"Terrestre";2,1;3;4,5;6;7,6;"PYRULA"
2018;"Terrestre";1,86315789473684;2,67045454545455;4,125;6;9,4625;"PYRULA"
2019;"Terrestre";2,09642857142857;2,5;4,5;5,875;12,975;"PYRULA"
2020;"Terrestre";2,203125;2,79545454545455;3,375;5,29494382022472;8,05416666666666;"PYRULA"
2021;"Terrestre";1,82142857142857;3;4,84375;6,5;13,425;"PYRULA"
2022;"Terrestre";2,04285714285714;3;4,5;5,45454545454546;12,75;"PYRULA"
1996;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"REGIGN"
1999;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"REGIGN"
2001;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"REGIGN"
2002;"Terrestre";1,875;1,875;1,875;1,875;1,875;"REGIGN"
2003;"Terrestre";1,60978618421053;1,88733552631579;2,19572368421053;2,50411184210526;2,78166118421053;"REGIGN"
2004;"Terrestre";1,28279049295775;1,41945422535211;1,57130281690141;1,7231514084507;1,85981514084507;"REGIGN"
2005;"Terrestre";1,26760563380282;1,26760563380282;1,26760563380282;1,26760563380282;1,26760563380282;"REGIGN"
2007;"Terrestre";3,125;3,125;3,125;3,125;3,125;"REGIGN"
2008;"Terrestre";1,70333333333333;2,03333333333333;2,4;3,21492537313433;3,94835820895522;"REGIGN"
2009;"Terrestre";1,884375;1,96875;2,09756097560976;2,58384146341463;3,63338414634146;"REGIGN"
2010;"Terrestre";1,69308943089431;1,93089430894309;2,19512195121951;2,25140712945591;2,30206378986867;"REGIGN"
2011;"Terrestre";4,41284074605452;4,61621233859397;4,84218077474892;5,06814921090387;5,27152080344333;"REGIGN"
2012;"Terrestre";1,69270833333333;1,95503048780488;2,44084455769931;2,71709633649932;2,96590909090909;"REGIGN"
2013;"Terrestre";2,325;2,48076923076923;2,65384615384615;2,82692307692308;2,98269230769231;"REGIGN"
2014;"Terrestre";1,21428571428571;2,5;3,75;5,37313432835821;6,89025460930641;"REGIGN"
2015;"Terrestre";3,0125;3,125;3,33333333333333;4,39024390243902;4,4890243902439;"REGIGN"
2016;"Terrestre";1,93102134146341;2,27954971857411;3;3,61363636363636;6,77807486631016;"REGIGN"
2017;"Terrestre";1,89338235294118;2,5;2,75;3;4,134375;"REGIGN"
2018;"Terrestre";1,77613636363636;2,74857954545455;3;3;4,55;"REGIGN"
2019;"Terrestre";1,903125;2,35576923076923;3;3,48039215686275;5,915625;"REGIGN"
2020;"Terrestre";2,33173076923077;2,5;2,65625;2,8125;2,9765625;"REGIGN"
2021;"Terrestre";1,903125;2,5;2,72727272727273;2,93181818181818;5,49375;"REGIGN"
2022;"Terrestre";1,0078125;1,59375;1,875;2,51420454545455;2,96590909090909;"REGIGN"
1990;"Terrestre";0,909090909090909;0,909090909090909;0,909090909090909;0,909090909090909;0,909090909090909;"REGREG"
1991;"Terrestre";1,76470588235294;1,76470588235294;1,76470588235294;1,76470588235294;1,76470588235294;"REGREG"
1997;"Terrestre";1,26760563380282;1,26760563380282;1,26760563380282;1,26760563380282;1,26760563380282;"REGREG"
2001;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"REGREG"
2002;"Terrestre";1,66666666666667;1,66666666666667;1,66666666666667;1,9047619047619;2,11904761904762;"REGREG"
2004;"Terrestre";1,08214285714286;1,82142857142857;2,64285714285714;3,46428571428571;4,20357142857143;"REGREG"
2005;"Terrestre";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"REGREG"
2006;"Terrestre";1,26760563380282;1,26760563380282;1,26760563380282;1,26760563380282;1,26760563380282;"REGREG"
2007;"Terrestre";1,5125;1,625;1,75;1,875;1,9875;"REGREG"
2008;"Terrestre";0,8625;1,125;1,41666666666667;1,70833333333333;1,97083333333333;"REGREG"
2009;"Terrestre";2,4;2,4;2,4;2,4;2,4;"REGREG"
2010;"Terrestre";2,44526315789474;2,85263157894737;3,30526315789474;3,75789473684211;4,16526315789474;"REGREG"
2011;"Terrestre";2,4;2,4;2,4;2,4;2,4;"REGREG"
2012;"Terrestre";1,745;2,45;3,23333333333333;4,01666666666667;4,72166666666667;"REGREG"
2013;"Terrestre";3,62538461538462;3,85384615384615;4,10769230769231;4,36153846153846;4,59;"REGREG"
2015;"Terrestre";2,02307692307692;2,23076923076923;2,35384615384615;2,925;4,3425;"REGREG"
2016;"Terrestre";2,5;2,5;2,5;2,5;2,5;"REGREG"
2017;"Terrestre";2,415;2,55;2,7;2,85;2,985;"REGREG"
2018;"Terrestre";2,5125;2,625;2,75;2,875;2,9875;"REGREG"
2019;"Terrestre";1,34328358208955;1,34328358208955;1,34328358208955;1,34328358208955;1,34328358208955;"REGREG"
2020;"Terrestre";1,875;1,875;1,875;1,875;1,875;"REGREG"
2021;"Terrestre";2,5;2,5;3,125;4,3125;5,83125;"REGREG"
2022;"Terrestre";1,921875;2,34375;2,8125;3,28125;3,703125;"REGREG"
2002;"Terrestre";4,21052631578947;4,21052631578947;4,21052631578947;4,21052631578947;4,21052631578947;"RIPRIP"
2009;"Terrestre";33;33;33;33;33;"RIPRIP"
2010;"Terrestre";5,21739130434783;5,21739130434783;5,21739130434783;5,21739130434783;5,21739130434783;"RIPRIP"
2011;"Terrestre";5;5;5;5;5;"RIPRIP"
2012;"Terrestre";5,21739130434783;5,21739130434783;5,21739130434783;5,21739130434783;5,21739130434783;"RIPRIP"
2013;"Terrestre";9,1304347826087;9,1304347826087;9,1304347826087;9,1304347826087;9,1304347826087;"RIPRIP"
2015;"Terrestre";5,21739130434783;5,21739130434783;5,21739130434783;5,21739130434783;5,21739130434783;"RIPRIP"
2017;"Terrestre";3,18586956521739;4,85869565217391;6,71739130434783;8,57608695652174;10,2489130434783;"RIPRIP"
2018;"Terrestre";3;3;3;3;3;"RIPRIP"
2019;"Terrestre";3;3;3;3;3;"RIPRIP"
2020;"Terrestre";2,5125;2,625;2,75;2,875;2,9875;"RIPRIP"
2021;"Terrestre";1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;1,57894736842105;"RIPRIP"
1992;"Terrestre";0,865714285714286;0,942857142857143;1,02857142857143;1,11428571428571;1,19142857142857;"SAXTOR"
1993;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"SAXTOR"
1994;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"SAXTOR"
1997;"Terrestre";0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;0,882352941176471;"SAXTOR"
1999;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"SAXTOR"
2000;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"SAXTOR"
2001;"Terrestre";0,867857142857143;0,964285714285714;1,74987481221833;2,9325045260198;4,10094276029429;"SAXTOR"
2002;"Terrestre";1,22842105263158;1,48421052631579;2,03934849642885;2,49981221832749;2,49998122183275;"SAXTOR"
2003;"Terrestre";1,11666666666667;1,74019607843137;2,25;3,1;4,825;"SAXTOR"
2004;"Terrestre";2,16758241758242;2,40384615384615;2,64705882352941;3,57070707070707;7,02954545454545;"SAXTOR"
2005;"Terrestre";1,82352941176471;2,14285714285714;2,30769230769231;2,75;4,96565934065934;"SAXTOR"
2006;"Terrestre";0,894642857142857;1,13324175824176;1,75;2,8125;4,78125;"SAXTOR"
2007;"Terrestre";0,925274725274725;1,53846153846154;2;2,14285714285714;5,61428571428572;"SAXTOR"
2008;"Terrestre";1,01071428571429;1,13571428571429;1,73076923076923;2,75;4,16875;"SAXTOR"
2009;"Terrestre";1,25089285714286;1,63804945054945;2,04185520361991;2,51680672268908;5,24330357142857;"SAXTOR"
2010;"Terrestre";1,27058823529412;1,90045248868778;2,40384615384615;3,03571428571429;3,49002100840336;"SAXTOR"
2011;"Terrestre";0,882142857142857;1,5;2,11538461538462;4,07142857142857;4,875;"SAXTOR"
2012;"Terrestre";1,02307692307692;1,51442307692308;2,14285714285714;2,91666666666667;3,6875;"SAXTOR"
2013;"Terrestre";1,74879807692308;1,94196428571429;2,32142857142857;2,875;3,1875;"SAXTOR"
2014;"Terrestre";1,21794871794872;1,93181818181818;2,86363636363636;3,96428571428571;5,45758928571429;"SAXTOR"
2015;"Terrestre";1,13333333333333;1,875;3;3,46153846153846;7,76190476190476;"SAXTOR"
2016;"Terrestre";1,60096153846154;2,48076923076923;3,10714285714286;3,92857142857143;9,27083333333333;"SAXTOR"
2017;"Terrestre";0,980769230769231;1,66666666666667;1,73076923076923;4;25,0714285714286;"SAXTOR"
2018;"Terrestre";1,23076923076923;1,77083333333333;2,14285714285714;2,75;25,95;"SAXTOR"
2019;"Terrestre";0,82967032967033;1,34831460674157;2,14285714285714;3,33333333333333;6,23333333333333;"SAXTOR"
2020;"Terrestre";1,26923076923077;2,23214285714286;2,5;3;24,375;"SAXTOR"
2021;"Terrestre";1,08585164835165;1,78846153846154;2,5;6,35127931769723;38,75;"SAXTOR"
2022;"Terrestre";2,17857142857143;2,5;2,5;3;3,675;"SAXTOR"
2002;"Terrestre";6,875;6,875;6,875;6,875;6,875;"SERLLA"
2003;"Terrestre";3,75;3,75;3,75;3,75;3,75;"SERLLA"
2004;"Terrestre";4,375;4,375;4,375;4,375;4,375;"SERLLA"
2005;"Terrestre";1,875;1,875;1,875;1,875;1,875;"SERLLA"
2006;"Terrestre";2,8125;2,8125;2,8125;2,8125;2,8125;"SERLLA"
2007;"Terrestre";4,6875;4,6875;4,6875;4,6875;4,6875;"SERLLA"
2009;"Terrestre";5,625;5,625;5,625;5,625;5,625;"SERLLA"
2012;"Terrestre";6,5625;6,5625;6,5625;6,5625;6,5625;"SERLLA"
2014;"Terrestre";5;5;5;5;5;"SERLLA"
2015;"Terrestre";8,4375;8,4375;8,4375;8,4375;8,4375;"SERLLA"
2016;"Terrestre";5;5;5;5;5;"SERLLA"
2017;"Terrestre";3,75;3,75;3,75;3,75;3,75;"SERLLA"
2018;"Terrestre";4,375;4,375;4,375;4,375;4,375;"SERLLA"
2019;"Terrestre";14,375;14,375;14,375;14,375;14,375;"SERLLA"
2020;"Terrestre";4,6875;4,6875;4,6875;4,6875;4,6875;"SERLLA"
2021;"Terrestre";5,625;5,625;5,625;5,625;5,625;"SERLLA"
2022;"Terrestre";8,4375;8,4375;8,4375;8,4375;8,4375;"SERLLA"
1992;"Terrestre";2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;"SERSER"
1993;"Terrestre";1,875;1,875;1,875;1,875;1,875;"SERSER"
1994;"Terrestre";2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;2,14285714285714;"SERSER"
2001;"Terrestre";1,60196742482144;1,80914793242495;2,03934849642885;2,26954906043276;2,47672956803627;"SERSER"
2002;"Terrestre";2,22564935064935;2,97077922077922;3,7987012987013;4,62662337662338;5,37175324675325;"SERSER"
2004;"Terrestre";0,938095238095238;1,66666666666667;1,76470588235294;2,5;4,75;"SERSER"
2005;"Terrestre";1,65428571428571;2,14285714285714;2,4;2,5;4,10714285714286;"SERSER"
2006;"Terrestre";1,634375;2,15625;3;4,5;7,1875;"SERSER"
2007;"Terrestre";3,05625;3,5625;4,21875;6,015625;9,6015625;"SERSER"
2008;"Terrestre";3,0375;3,375;3,75;5,70478723404255;7,46409574468085;"SERSER"
2009;"Terrestre";0,9375;1,875;5;6;9,0375;"SERSER"
2010;"Terrestre";1,75869565217391;1,93478260869565;3,01492537313433;4,3459174714662;5,19929762949956;"SERSER"
2011;"Terrestre";2,12647058823529;3,26470588235294;4,52941176470588;5,79411764705882;6,93235294117647;"SERSER"
2012;"Terrestre";2,00357142857143;2,03571428571429;2,07142857142857;2,10714285714286;2,13928571428571;"SERSER"
2013;"Terrestre";2,13486842105263;2,40131578947368;3,01470588235294;4,66198419666374;7,71992976294996;"SERSER"
2014;"Terrestre";2,1;3;3;3,75;5,13970588235294;"SERSER"
2015;"Terrestre";1,884375;1,96875;3;4,17647058823529;4,65294117647059;"SERSER"
2016;"Terrestre";2;2;3;3;5,06470588235294;"SERSER"
2017;"Terrestre";1,6;2,5;4;4,09090909090909;6,7620320855615;"SERSER"
2018;"Terrestre";1,3;2,25;3;3,39705882352941;6,00935828877005;"SERSER"
2019;"Terrestre";1,6;2,5;2,72727272727273;3,75;4,46590909090909;"SERSER"
2020;"Terrestre";2,25837320574163;3,63636363636364;6;7,05882352941176;7,45588235294118;"SERSER"
2021;"Terrestre";1,67105263157895;2,5;2,8125;4;4,72;"SERSER"
2022;"Terrestre";1,59204545454545;2,42045454545455;2,76988636363636;3,359375;4,8359375;"SERSER"
1989;"Terrestre";1,2;1,2;1,2;1,2;1,2;"SITEUR"
1990;"Terrestre";0,5203125;0,984375;1,5;1,82142857142857;2,11071428571429;"SITEUR"
1991;"Terrestre";1,875;1,875;1,875;1,875;1,875;"SITEUR"
1992;"Terrestre";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;"SITEUR"
1993;"Terrestre";0,968607954545454;1,24857954545455;1,55965909090909;1,87073863636364;2,15071022727273;"SITEUR"
1994;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"SITEUR"
1995;"Terrestre";1,875;1,875;1,875;1,875;1,875;"SITEUR"
1997;"Terrestre";1,91145833333333;2,23958333333333;2,60416666666667;2,96875;3,296875;"SITEUR"
1998;"Terrestre";0,976058467741935;1,32308467741935;1,79723502304147;3,48214285714286;7,09821428571428;"SITEUR"
1999;"Terrestre";0,941840277777778;0,980902777777778;1,02430555555556;1,06770833333333;1,10677083333333;"SITEUR"
2000;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"SITEUR"
2001;"Terrestre";0,65625;0,9375;1,25;1,48214285714286;1,69107142857143;"SITEUR"
2002;"Terrestre";1,25391304347826;1,73913043478261;2;2,34375;4,09151785714286;"SITEUR"
2003;"Terrestre";0,938235294117647;1,44117647058824;2;2,09090909090909;2,17272727272727;"SITEUR"
2004;"Terrestre";0,892391304347826;1,45;1,93498452012384;2,38636363636364;3,825;"SITEUR"
2005;"Terrestre";0,953125;1,13571428571429;1,66666666666667;2,32142857142857;4,04761904761905;"SITEUR"
2006;"Terrestre";1,63928571428571;2,89285714285714;4,28571428571429;4,28571428571429;4,28571428571429;"SITEUR"
2007;"Terrestre";1,015;1,15;2,26666666666667;3,57142857142857;4,21428571428571;"SITEUR"
2008;"Terrestre";0,833333333333333;1,10357142857143;2,25;2,91666666666667;5,775;"SITEUR"
2009;"Terrestre";0,815315315315315;2;2,72727272727273;3;3;"SITEUR"
2010;"Terrestre";1,35520186335404;2,43389423076923;3;3;7,25480769230769;"SITEUR"
2011;"Terrestre";1,4431935483871;1,91666666666667;2,35384615384615;3;6;"SITEUR"
2012;"Terrestre";0,959375;2,25140712945591;3;3,375;7,25;"SITEUR"
2013;"Terrestre";0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;0,555555555555556;"SITEUR"
2014;"Terrestre";0,95625;1,875;2,05263157894737;2,78571428571429;4,25192307692308;"SITEUR"
2015;"Terrestre";1,915625;2,48076923076923;3,16666666666667;4,5;7,0125;"SITEUR"
2016;"Terrestre";1,5625;2;2,5;3;3;"SITEUR"
2017;"Terrestre";1,30859375;2,07894736842105;2,86363636363636;3,5;6;"SITEUR"
2018;"Terrestre";1,26488095238095;2,20394736842105;2,75;3;4,0125;"SITEUR"
2019;"Terrestre";1,078125;2,15384615384615;2,72727272727273;3;4,5;"SITEUR"
2020;"Terrestre";2,17434210526316;2,625;3,5;5,25;6;"SITEUR"
2021;"Terrestre";1,2828125;2,43102006688963;3;4,5;6;"SITEUR"
2022;"Terrestre";1,89375;2;2,14285714285714;2,32142857142857;2,5;"SITEUR"
1990;"Terrestre";0,627100840336134;0,976890756302521;1,36554621848739;1,75420168067227;2,10399159663866;"STRTUR"
1991;"Terrestre";0,913865546218487;1,19747899159664;1,51260504201681;1,82773109243697;2,11134453781513;"STRTUR"
1993;"Terrestre";0,588823529411765;0,594117647058824;0,6;1,58571428571429;2,47285714285714;"STRTUR"
1995;"Terrestre";0,889285714285714;1,17857142857143;1,5;1,82142857142857;2,11071428571429;"STRTUR"
1996;"Terrestre";0,679166666666667;0,791666666666667;1,20614035087719;1,71992481203007;2,10056390977444;"STRTUR"
1999;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"STRTUR"
2001;"Terrestre";1,25;1,25;1,25;1,25;1,25;"STRTUR"
2002;"Terrestre";1,24526315789474;1,65263157894737;2,10526315789474;2,12406015037594;2,14097744360902;"STRTUR"
2003;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"STRTUR"
2004;"Terrestre";0,875;1,03846153846154;1,20192307692308;2,1875;2,69886363636364;"STRTUR"
2005;"Terrestre";2,1510989010989;2,22527472527473;2,30769230769231;2,40384615384615;2,49038461538462;"STRTUR"
2006;"Terrestre";1,04187192118227;1,26760563380282;2,30769230769231;2,5;2,5;"STRTUR"
2007;"Terrestre";1,22115384615385;1,82692307692308;2,5;2,5;2,5;"STRTUR"
2008;"Terrestre";1,13275862068966;2,01724137931034;3;3;3;"STRTUR"
2009;"Terrestre";1,56057692307692;2,10576923076923;2,51748251748252;2,79545454545455;2,97954545454545;"STRTUR"
2010;"Terrestre";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"STRTUR"
2011;"Terrestre";1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;1,15384615384615;"STRTUR"
2012;"Terrestre";1,07348901098901;1,09203296703297;1,11263736263736;1,13324175824176;1,15178571428571;"STRTUR"
2013;"Terrestre";1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;1,73076923076923;"STRTUR"
2014;"Terrestre";1,21730769230769;1,78846153846154;2,2;2,55;2,955;"STRTUR"
2015;"Terrestre";1,11282467532468;1,48538961038961;1,89935064935065;2,31331168831169;2,68587662337662;"STRTUR"
2016;"Terrestre";1,25480769230769;2,16346153846154;2,5;2,55681818181818;2,71022727272727;"STRTUR"
2017;"Terrestre";1,875;1,875;1,875;1,875;1,875;"STRTUR"
2018;"Terrestre";2;2;2;2;2;"STRTUR"
2019;"Terrestre";1,19230769230769;1,53846153846154;1,83333333333333;2,125;2,4625;"STRTUR"
2020;"Terrestre";1,22653846153846;1,46538461538462;1,73076923076923;2,36538461538462;2,93653846153846;"STRTUR"
2021;"Terrestre";1,1875;1,49038461538462;1,82692307692308;2,16346153846154;2,46634615384615;"STRTUR"
2022;"Terrestre";1,2;1,61538461538462;2,07692307692308;2,53846153846154;2,95384615384615;"STRTUR"
1990;"Terrestre";0,8359375;0,859375;0,885416666666667;0,911458333333333;0,934895833333333;"STUVUL"
1991;"Terrestre";0,967633928571428;1,23883928571429;1,54017857142857;1,84151785714286;2,11272321428571;"STUVUL"
1992;"Terrestre";0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;0,857142857142857;"STUVUL"
1993;"Terrestre";4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;4,28571428571429;"STUVUL"
1995;"Terrestre";1,11111111111111;1,11111111111111;1,11111111111111;1,11111111111111;1,11111111111111;"STUVUL"
1996;"Terrestre";0,9375;0,9375;0,9375;0,9375;0,9375;"STUVUL"
1997;"Terrestre";1,09551411290323;2,51764112903226;4,09778225806452;5,67792338709677;7,10005040322581;"STUVUL"
1998;"Terrestre";0,950352822580645;1,06602822580645;1,1945564516129;1,32308467741935;1,43876008064516;"STUVUL"
1999;"Terrestre";1,51948924731183;2,13037634408602;2,80913978494624;3,48790322580645;4,09879032258065;"STUVUL"
2000;"Terrestre";0,999776785714286;1,56026785714286;2,18303571428571;2,80580357142857;3,36629464285714;"STUVUL"
2001;"Terrestre";0,882589285714286;1,11160714285714;1,36607142857143;1,62053571428571;1,84955357142857;"STUVUL"
2002;"Terrestre";0,997767857142857;1,54017857142857;2,14285714285714;2,14285714285714;2,14285714285714;"STUVUL"
2003;"Terrestre";0,939285714285714;1,67857142857143;2,5;2,5;2,5;"STUVUL"
2004;"Terrestre";0,878571428571429;1,125;2,30769230769231;2,75;4,09285714285714;"STUVUL"
2005;"Terrestre";1,11895161290323;1,48870967741935;2,05;3,83928571428571;4,91071428571429;"STUVUL"
2006;"Terrestre";1,24898785425101;2,10526315789474;4,28571428571429;8,57142857142857;14,3571428571429;"STUVUL"
2007;"Terrestre";1,51512096774194;1,9375;2,57142857142857;3,375;12,7053571428571;"STUVUL"
2008;"Terrestre";1,60887096774194;5,07978723404255;8,18181818181818;12;14,85;"STUVUL"
2009;"Terrestre";2,0875;2,875;3,75;3,875;3,9875;"STUVUL"
2010;"Terrestre";1,05078125;1,5546875;2,5;3,75;4,25;"STUVUL"
2011;"Terrestre";1,00176411290323;1,55745967741935;1,9375;2,23076923076923;2,91346153846154;"STUVUL"
2012;"Terrestre";1,68382352941176;1,84742647058824;2,40384615384615;3,58750601829562;11,0008064516129;"STUVUL"
2013;"Terrestre";2,03432835820896;2,34328358208955;2,6865671641791;3,34328358208955;3,93432835820896;"STUVUL"
2014;"Terrestre";1,10944700460829;1,45161290322581;1,875;2;3,8;"STUVUL"
2015;"Terrestre";3,91875;5,4375;6;7;9,7;"STUVUL"
2016;"Terrestre";1,153125;1,96875;2,07142857142857;3,51452119309262;5,59285714285714;"STUVUL"
