"YEAR";"ESPECE";"MIGRATION";"BIOGEOREF";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
1990;"AEGCAU";"Court";"Atlantique";0;0;0;1,11111111111111;2,11111111111111
1991;"AEGCAU";"Court";"Atlantique";1,25625;1,3125;1,375;1,4375;1,49375
1992;"AEGCAU";"Court";"Atlantique";2,50535714285714;2,55357142857143;2,60714285714286;2,66071428571429;2,70892857142857
1993;"AEGCAU";"Court";"Atlantique";0,383333333333333;0,833333333333333;1,125;3,1875;8,41875
1994;"AEGCAU";"Court";"Atlantique";0,03;0,3;0,6;1,8;2,88
1995;"AEGCAU";"Court";"Atlantique";0;0;0;0;0
1996;"AEGCAU";"Court";"Atlantique";1,75;1,75;1,75;1,75;1,75
1998;"AEGCAU";"Court";"Atlantique";5;5;5;5;5
1999;"AEGCAU";"Court";"Atlantique";2;2;2;2;2
2000;"AEGCAU";"Court";"Atlantique";0,0857142857142857;0,857142857142857;1,32142857142857;2,20833333333333;4,12083333333333
2001;"AEGCAU";"Court";"Atlantique";0;0;1;1,4;2,24
2002;"AEGCAU";"Court";"Atlantique";0;0;0,5;1,75;6,2
2003;"AEGCAU";"Court";"Atlantique";0;0,25;0,777777777777778;2,25;5,3
2004;"AEGCAU";"Court";"Atlantique";0;0;0,25;1,25;6,5
2005;"AEGCAU";"Court";"Atlantique";0;0;0;0,555555555555556;1,56666666666667
2006;"AEGCAU";"Court";"Atlantique";0;0;0;1,375;6,175
2007;"AEGCAU";"Court";"Atlantique";0;0,471153846153846;1,5;1,89583333333333;11,25
2008;"AEGCAU";"Court";"Atlantique";0;0,05;1,25;1,69444444444444;3,63333333333333
2009;"AEGCAU";"Court";"Atlantique";0;0,375;1,75;3,25;9,75
2010;"AEGCAU";"Court";"Atlantique";0;0,25;1;3;5,15
2011;"AEGCAU";"Court";"Atlantique";0,09375;1,125;2,16666666666667;3,20833333333333;6,25
2012;"AEGCAU";"Court";"Atlantique";0;0,1875;0,69047619047619;1;2,03174603174603
2013;"AEGCAU";"Court";"Atlantique";0;0;0;1,13846153846154;2,63333333333333
2014;"AEGCAU";"Court";"Atlantique";0;0,25;0,714285714285714;2,125;6,45
2015;"AEGCAU";"Court";"Atlantique";0;0;0,9375;3;6
2016;"AEGCAU";"Court";"Atlantique";0;0;0,633333333333333;1,34375;4,65
2017;"AEGCAU";"Court";"Atlantique";0;0;0,894444444444444;2;5,075
2018;"AEGCAU";"Court";"Atlantique";0;0;0;0,660714285714286;1,8725
2019;"AEGCAU";"Court";"Atlantique";0;0;1;3;8,26000000000001
2020;"AEGCAU";"Court";"Atlantique";0;0;0,5;1,75;3,2625
2021;"AEGCAU";"Court";"Atlantique";0;0,285714285714286;1;2,5;5,66666666666667
2022;"AEGCAU";"Court";"Atlantique";0;0,233333333333333;1,33333333333333;2,33333333333333;6,5375
1993;"ALCATT";"Court";"Atlantique";4;4;4;4;4
1994;"ALCATT";"Court";"Atlantique";1;1;1;1;1
1995;"ALCATT";"Court";"Atlantique";2;2;2;2;2
2000;"ALCATT";"Court";"Atlantique";0;0;0;0;0
2001;"ALCATT";"Court";"Atlantique";2,5;2,5;2,5;2,5;2,5
2002;"ALCATT";"Court";"Atlantique";0;0;0;0;0
2003;"ALCATT";"Court";"Atlantique";0;0;0;0;0
2004;"ALCATT";"Court";"Atlantique";0;0;0,25;0,625;0,9625
2005;"ALCATT";"Court";"Atlantique";0;0;0,25;0,625;0,9625
2006;"ALCATT";"Court";"Atlantique";2;2;2;2;2
2007;"ALCATT";"Court";"Atlantique";1;1;1;2,5;2,95
2008;"ALCATT";"Court";"Atlantique";0;0;0;0;0
2009;"ALCATT";"Court";"Atlantique";0;0;0;1;1,9
2010;"ALCATT";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
2011;"ALCATT";"Court";"Atlantique";0;0;0;1;6,4
2012;"ALCATT";"Court";"Atlantique";0,0999999999999996;1;2;3;3,9
2013;"ALCATT";"Court";"Atlantique";0;0;0;0;0
2014;"ALCATT";"Court";"Atlantique";0;0;0;1;1
2015;"ALCATT";"Court";"Atlantique";0,1;1;2;2,5;2,95
2016;"ALCATT";"Court";"Atlantique";0;0;0;0;0
2017;"ALCATT";"Court";"Atlantique";0;0;0;1,5;2,85
2018;"ALCATT";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2019;"ALCATT";"Court";"Atlantique";0;0;0;1;1,85
2020;"ALCATT";"Court";"Atlantique";0,025;0,25;0,5;1,5;2,4
2021;"ALCATT";"Court";"Atlantique";0;0;0;1;1
2022;"ALCATT";"Court";"Atlantique";0;0;0,333333333333333;1,29166666666667;1,9375
2002;"ANTPRA";"Court";"Atlantique";0;0;0;0;0
2013;"ANTPRA";"Court";"Atlantique";0;0;0;0;0
2019;"ANTPRA";"Court";"Atlantique";0;0;0;0;0
1992;"ASIOTU";"Court";"Atlantique";0;0;0;0;0
1997;"ASIOTU";"Court";"Atlantique";0;0;0;0;0
2001;"ASIOTU";"Court";"Atlantique";0;0;0;0;0
2002;"ASIOTU";"Court";"Atlantique";0;0;0;0;0
2004;"ASIOTU";"Court";"Atlantique";0;0;0;0;0
2008;"ASIOTU";"Court";"Atlantique";0;0;0;0;0
2010;"ASIOTU";"Court";"Atlantique";0;0;0;0;0
2003;"ATHNOC";"Court";"Atlantique";0;0;0;0;0
2004;"ATHNOC";"Court";"Atlantique";0;0;0;0;0
2006;"ATHNOC";"Court";"Atlantique";0;0;0;0;0
2009;"ATHNOC";"Court";"Atlantique";0;0;0;0;0
2013;"ATHNOC";"Court";"Atlantique";0;0;0;0;0
2014;"ATHNOC";"Court";"Atlantique";0;0;0;0;0
2015;"ATHNOC";"Court";"Atlantique";0;0;0;0;0
2016;"ATHNOC";"Court";"Atlantique";0;0;0;0;0
2019;"ATHNOC";"Court";"Atlantique";0;0;0;0;0
2020;"ATHNOC";"Court";"Atlantique";0;0;0;0;0
2021;"ATHNOC";"Court";"Atlantique";0;0;0;0;0
2009;"BUTBUT";"Court";"Atlantique";0;0;0;0;0
2015;"BUTBUT";"Court";"Atlantique";0;0;0;0;0
2018;"BUTBUT";"Court";"Atlantique";0;0;0;0;0
1990;"CARCHL";"Court";"Atlantique";0,0125;0,125;0,25;0,375;0,4875
1991;"CARCHL";"Court";"Atlantique";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
1992;"CARCHL";"Court";"Atlantique";0;0;0;0;0
1993;"CARCHL";"Court";"Atlantique";0;0;0;0;0
1994;"CARCHL";"Court";"Atlantique";1,33333333333333;1,33333333333333;1,33333333333333;1,33333333333333;1,33333333333333
1995;"CARCHL";"Court";"Atlantique";0,285714285714286;0,285714285714286;0,285714285714286;0,285714285714286;0,285714285714286
1996;"CARCHL";"Court";"Atlantique";0;0;0;0;0
2000;"CARCHL";"Court";"Atlantique";0;0;0,5;1,75;2,875
2001;"CARCHL";"Court";"Atlantique";0,0214285714285714;0,214285714285714;0,392857142857143;0,625;0,9625
2002;"CARCHL";"Court";"Atlantique";0;0;0;0,26984126984127;1,439375
2003;"CARCHL";"Court";"Atlantique";0;0;0,25;0,56;1,11428571428571
2004;"CARCHL";"Court";"Atlantique";0;0;0,25;0,5;1
2005;"CARCHL";"Court";"Atlantique";0;0;0;0;0,466666666666667
2006;"CARCHL";"Court";"Atlantique";0;0;0;0,25;0,560714285714286
2007;"CARCHL";"Court";"Atlantique";0;0;0;0,75;1
2008;"CARCHL";"Court";"Atlantique";0;0;0;0;0,850000000000001
2009;"CARCHL";"Court";"Atlantique";0;0;0;0;4,9
2010;"CARCHL";"Court";"Atlantique";0;0;0;0;0,4
2011;"CARCHL";"Court";"Atlantique";0;0;0;0,333333333333333;0,72
2012;"CARCHL";"Court";"Atlantique";0;0;0;0;0,332142857142857
2013;"CARCHL";"Court";"Atlantique";0;0;0;0,30952380952381;0,9
2014;"CARCHL";"Court";"Atlantique";0;0;0;0;0,283333333333333
2015;"CARCHL";"Court";"Atlantique";0;0;0;0,5;0,585
2016;"CARCHL";"Court";"Atlantique";0;0;0;0;0,128571428571429
2017;"CARCHL";"Court";"Atlantique";0;0;0,1;0,2;0,9
2018;"CARCHL";"Court";"Atlantique";0;0;0;0;0,4125
2019;"CARCHL";"Court";"Atlantique";0;0;0;0,5;0,95
2020;"CARCHL";"Court";"Atlantique";0;0;0;0,2;0,799999999999999
2021;"CARCHL";"Court";"Atlantique";0;0;0;0;0
2022;"CARCHL";"Court";"Atlantique";0,0416666666666665;0,416666666666667;0,833333333333333;1,25;1,625
1990;"CARINA";"Court";"Atlantique";0,357142857142857;0,357142857142857;0,357142857142857;0,357142857142857;0,357142857142857
1991;"CARINA";"Court";"Atlantique";0;0;0;0;0
1992;"CARINA";"Court";"Atlantique";0;0;0;0;0
1994;"CARINA";"Court";"Atlantique";1;1;1;1;1
1997;"CARINA";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
1999;"CARINA";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
2000;"CARINA";"Court";"Atlantique";0;0;0;0,1;0,19
2001;"CARINA";"Court";"Atlantique";0,0125;0,125;0,25;0,375;0,4875
2002;"CARINA";"Court";"Atlantique";0;0;0;0,1875;2,60625
2003;"CARINA";"Court";"Atlantique";0;0;0;0,155555555555556;0,88
2004;"CARINA";"Court";"Atlantique";0;0;0,1;0,625;1,19404761904762
2005;"CARINA";"Court";"Atlantique";0;0;0,2;0,6;1,775
2006;"CARINA";"Court";"Atlantique";0;0,125;0,55;0,7125;0,96875
2007;"CARINA";"Court";"Atlantique";0;0;0,5;0,638888888888889;4,36666666666667
2008;"CARINA";"Court";"Atlantique";0;0;0;0,375;1,685
2009;"CARINA";"Court";"Atlantique";0;0;0,333333333333333;0,75;1,25
2010;"CARINA";"Court";"Atlantique";0;0,025;0,175;0,3125;0,722222222222222
2011;"CARINA";"Court";"Atlantique";0;0;0,491666666666667;0,6875;1,50625
2012;"CARINA";"Court";"Atlantique";0;0;0;0,35;3,04710144927536
2013;"CARINA";"Court";"Atlantique";0;0;0;0,221428571428571;0,94375
2014;"CARINA";"Court";"Atlantique";0;0;0;0,321428571428571;1,12946428571429
2015;"CARINA";"Court";"Atlantique";0;0;0;0,35;0,766666666666667
2016;"CARINA";"Court";"Atlantique";0;0;0,333333333333333;0,882352941176471;1,10434782608696
2017;"CARINA";"Court";"Atlantique";0;0;0,111111111111111;1;2,8640625
2018;"CARINA";"Court";"Atlantique";0;0,175;0,32051282051282;0,583333333333333;0,925
2019;"CARINA";"Court";"Atlantique";0;0;0;0,75;1,13
2020;"CARINA";"Court";"Atlantique";0;0;0;0,2;3,1
2021;"CARINA";"Court";"Atlantique";0;0;0;0,458333333333333;1,7875
2022;"CARINA";"Court";"Atlantique";0;0;0;0;0,32
1991;"CARLIS";"Court";"Atlantique";1;1;1;1;1
1992;"CARLIS";"Court";"Atlantique";0;0;0;0;0
1993;"CARLIS";"Court";"Atlantique";0;0;0;0;0
1994;"CARLIS";"Court";"Atlantique";0,4;0,4;0,4;0,4;0,4
1995;"CARLIS";"Court";"Atlantique";0;0;0;0;0
1996;"CARLIS";"Court";"Atlantique";0;0;0;0;0
1997;"CARLIS";"Court";"Atlantique";0;0;0;0;0
1999;"CARLIS";"Court";"Atlantique";0;0;0;0;0
2000;"CARLIS";"Court";"Atlantique";0;0;0;0;0,675
2001;"CARLIS";"Court";"Atlantique";0;0;0,125;0,270833333333333;0,327083333333333
2002;"CARLIS";"Court";"Atlantique";0;0;0;0;0,21875
2003;"CARLIS";"Court";"Atlantique";0,0333333333333334;0,333333333333333;0,666666666666667;0,833333333333333;0,983333333333333
2004;"CARLIS";"Court";"Atlantique";0;0;0;0;0,875
2005;"CARLIS";"Court";"Atlantique";0;0;0,125;1;1,45
2006;"CARLIS";"Court";"Atlantique";0,025;0,25;0,5;0,75;0,975
2007;"CARLIS";"Court";"Atlantique";0;0;0;0,1875;0,46875
2008;"CARLIS";"Court";"Atlantique";0;0;0;0;0,9
2009;"CARLIS";"Court";"Atlantique";0;0;0;0;0
2010;"CARLIS";"Court";"Atlantique";0;0;0,0714285714285714;0,169642857142857;0,241964285714286
2011;"CARLIS";"Court";"Atlantique";0,05;0,5;1,33333333333333;2,25;2,925
2012;"CARLIS";"Court";"Atlantique";0;0;0;0;0,4375
2013;"CARLIS";"Court";"Atlantique";0;0;0;0;0,165
2014;"CARLIS";"Court";"Atlantique";0;0,0625;0,375;0,625;2,27083333333333
2015;"CARLIS";"Court";"Atlantique";0;0,142857142857143;0,666666666666667;0,833333333333333;1,85
2016;"CARLIS";"Court";"Atlantique";0;0;0,225;0,333333333333333;1,70833333333333
2017;"CARLIS";"Court";"Atlantique";0;0;0;0,0416666666666667;0,875
2018;"CARLIS";"Court";"Atlantique";0;0;0,0714285714285714;0,35;3,725
2019;"CARLIS";"Court";"Atlantique";0;0;0,125;0,541666666666667;0,941666666666667
2020;"CARLIS";"Court";"Atlantique";0;0;0;0,375;0,8125
2021;"CARLIS";"Court";"Atlantique";0;0;0;0,375;2,475
2022;"CARLIS";"Court";"Atlantique";0;0;0;0,666666666666667;1,86666666666667
1990;"CARMEA";"Court";"Atlantique";0;0;0;0;0
1991;"CARMEA";"Court";"Atlantique";0;0;0;0;0
1992;"CARMEA";"Court";"Atlantique";0;0;0;0;0
2009;"CARMEA";"Court";"Atlantique";0;0;0;0;0
2009;"CARNUS";"Court";"Atlantique";0,25;0,25;0,25;0,25;0,25
2008;"CERRIS";"Court";"Atlantique";0;0;0;0;0
2009;"CERRIS";"Court";"Atlantique";1;1;1;1;1
1993;"CERYLA";"Court";"Atlantique";0;0;0;0;0
1994;"CERYLA";"Court";"Atlantique";0;0;0;0;0
1995;"CERYLA";"Court";"Atlantique";0;0;0;0;0
1996;"CERYLA";"Court";"Atlantique";0,75;0,75;0,75;0,75;0,75
1997;"CERYLA";"Court";"Atlantique";3;3;3;3;3
2000;"CERYLA";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2001;"CERYLA";"Court";"Atlantique";0;0;0,125;0,4375;0,94375
2002;"CERYLA";"Court";"Atlantique";0;0,125;0,333333333333333;0,7;2,7
2003;"CERYLA";"Court";"Atlantique";0;0,25;1;1;1,875
2004;"CERYLA";"Court";"Atlantique";0;0;0;0,425;1
2005;"CERYLA";"Court";"Atlantique";0;0;0,5;1;2,35
2006;"CERYLA";"Court";"Atlantique";0;0;0;0,25;0,925
2007;"CERYLA";"Court";"Atlantique";0;0;0;1;3,55
2008;"CERYLA";"Court";"Atlantique";0;0;0;0;0,85
2009;"CERYLA";"Court";"Atlantique";0;0;0;0;1,775
2010;"CERYLA";"Court";"Atlantique";0;0;0,25;0,875;2,75
2011;"CERYLA";"Court";"Atlantique";0;0;0;0;2,6
2012;"CERYLA";"Court";"Atlantique";0,075;0,75;1;2;2
2013;"CERYLA";"Court";"Atlantique";0;0;0;0;2,4
2014;"CERYLA";"Court";"Atlantique";0;0;0;1;4,6
2015;"CERYLA";"Court";"Atlantique";0;0;0;0,375;2,675
2016;"CERYLA";"Court";"Atlantique";0;0;0,5;1;1,8
2017;"CERYLA";"Court";"Atlantique";0;0;0,5;1,25;5,875
2018;"CERYLA";"Court";"Atlantique";0;0;1;1;1,9
2019;"CERYLA";"Court";"Atlantique";0;0;0,375;1,5;2,3125
2020;"CERYLA";"Court";"Atlantique";0;0;0;1;3,825
2021;"CERYLA";"Court";"Atlantique";0;0;0,2;0,916666666666667;1,675
2022;"CERYLA";"Court";"Atlantique";0;0;0,5;1;1,9375
1991;"CETCET";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
1992;"CETCET";"Court";"Atlantique";0;0;0;0;0
1993;"CETCET";"Court";"Atlantique";0;0;0;0;0
1994;"CETCET";"Court";"Atlantique";1;1;1;1;1
1995;"CETCET";"Court";"Atlantique";1;1;1;1;1
1997;"CETCET";"Court";"Atlantique";0,75;0,75;0,75;0,75;0,75
1998;"CETCET";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
1999;"CETCET";"Court";"Atlantique";0,2;0,2;0,2;0,2;0,2
2000;"CETCET";"Court";"Atlantique";0,200555555555556;0,205555555555556;0,211111111111111;0,216666666666667;0,221666666666667
2001;"CETCET";"Court";"Atlantique";0,457142857142857;0,714285714285714;1;1,28571428571429;1,54285714285714
2002;"CETCET";"Court";"Atlantique";0;0,214285714285714;0,625;2;2,58928571428571
2003;"CETCET";"Court";"Atlantique";0,159722222222222;0,556818181818182;0,863636363636364;1;1,2625
2004;"CETCET";"Court";"Atlantique";0,0375;0,375;0,5;1,54285714285714;1,97
2005;"CETCET";"Court";"Atlantique";0,05;0,571428571428571;1,09090909090909;1,33333333333333;4,3
2006;"CETCET";"Court";"Atlantique";0;0;0,7;1;1,4
2007;"CETCET";"Court";"Atlantique";0;0,0714285714285714;0,535714285714286;1,17307692307692;3,41071428571429
2008;"CETCET";"Court";"Atlantique";0;0;0,333333333333333;0,46875;1,20022624434389
2009;"CETCET";"Court";"Atlantique";0;0,151515151515151;0,666666666666667;1,55357142857143;1,925
2010;"CETCET";"Court";"Atlantique";0;0;0,2;0,609090909090909;1,63333333333333
2011;"CETCET";"Court";"Atlantique";0;0,333333333333333;0,5;1;2,06666666666667
2012;"CETCET";"Court";"Atlantique";0;0,0416666666666667;0,425;0,916666666666667;3,55
2013;"CETCET";"Court";"Atlantique";0;0;0;0,366666666666667;1,16666666666667
2014;"CETCET";"Court";"Atlantique";0;0,416666666666667;0,75;1,375;2,36
2015;"CETCET";"Court";"Atlantique";0;0;0,1875;0,446428571428571;2,12279411764706
2016;"CETCET";"Court";"Atlantique";0;0;0,154761904761905;0,7;1,36911764705882
2017;"CETCET";"Court";"Atlantique";0;1;1,25;1,8;2,2
2018;"CETCET";"Court";"Atlantique";0;0;0,416666666666667;1;2,5
2019;"CETCET";"Court";"Atlantique";0;0;0,55;1,25;2,55277777777778
2020;"CETCET";"Court";"Atlantique";0;0,125;0,5;1,08333333333333;6,14999999999999
2021;"CETCET";"Court";"Atlantique";0;0;0,5;1;3,11249999999999
2022;"CETCET";"Court";"Atlantique";0;0,5;1;1,55555555555556;3,83333333333333
1995;"CISJUN";"Court";"Atlantique";0;0;0;0;0
2000;"CISJUN";"Court";"Atlantique";0;0;0;0;0
2001;"CISJUN";"Court";"Atlantique";0;0;0;0;0
2003;"CISJUN";"Court";"Atlantique";0;0;0;0;0
2004;"CISJUN";"Court";"Atlantique";0;0;0;0;0
2005;"CISJUN";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
2006;"CISJUN";"Court";"Atlantique";0;0;0;0;0
2007;"CISJUN";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2008;"CISJUN";"Court";"Atlantique";0;0;0;0;0
2009;"CISJUN";"Court";"Atlantique";1;1;1;1;1
2011;"CISJUN";"Court";"Atlantique";0,55;1;1,5;2;2,45
2012;"CISJUN";"Court";"Atlantique";0;0;0;0;0
2013;"CISJUN";"Court";"Atlantique";0;0;0;0;0
2015;"CISJUN";"Court";"Atlantique";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2016;"CISJUN";"Court";"Atlantique";0,05;0,5;1;1;1
2017;"CISJUN";"Court";"Atlantique";0;0;0;0;0
2018;"CISJUN";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2019;"CISJUN";"Court";"Atlantique";0;0;0;0;0
2020;"CISJUN";"Court";"Atlantique";0,01875;0,1875;0,625;1;1
2021;"CISJUN";"Court";"Atlantique";0;0;0;0,5;0,95
2022;"CISJUN";"Court";"Atlantique";0,0416666666666665;0,416666666666667;0,833333333333333;1,25;1,625
1990;"COCTES";"Court";"Atlantique";0;0;0;0;0
1991;"COCTES";"Court";"Atlantique";0;0;0;0;0
1996;"COCTES";"Court";"Atlantique";0;0;0;0;0
2010;"COCTES";"Court";"Atlantique";0;0;0;0;0
2013;"COCTES";"Court";"Atlantique";0;0;0;0;0
2015;"COCTES";"Court";"Atlantique";0;0;0;0;0
2017;"COCTES";"Court";"Atlantique";0;0;0;0;0
2018;"COCTES";"Court";"Atlantique";0;0;0;0;0
2019;"COCTES";"Court";"Atlantique";0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333;0,833333333333333
2020;"COCTES";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2021;"COCTES";"Court";"Atlantique";0;0;0;0;0
2022;"COCTES";"Court";"Atlantique";0;0;0;0;0
2021;"CODULA";"Court";"Atlantique";0;0;0;0;0
1992;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2001;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2004;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2005;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2006;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2007;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2008;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2009;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2010;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2011;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2012;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2015;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2018;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2019;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2020;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2021;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2022;"COLBUS";"Court";"Atlantique";0;0;0;0;0
2010;"COLLIV";"Court";"Atlantique";0;0;0;0;0
2019;"CORONE";"Court";"Atlantique";0;0;0;0;0
2020;"CORONE";"Court";"Atlantique";0;0;0;0;0
2015;"CORONEONE";"Court";"Atlantique";0;0;0;0;0
1990;"DENMAJ";"Court";"Atlantique";0;0;0;0;0
1991;"DENMAJ";"Court";"Atlantique";0;0;0;0;0
1993;"DENMAJ";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
1994;"DENMAJ";"Court";"Atlantique";0;0;0;0;0
1995;"DENMAJ";"Court";"Atlantique";0;0;0;0,25;0,925
2000;"DENMAJ";"Court";"Atlantique";0;0;0;0,5;0,95
2001;"DENMAJ";"Court";"Atlantique";0;0;0;0,5;0,95
2002;"DENMAJ";"Court";"Atlantique";0;0;0;0;0
2003;"DENMAJ";"Court";"Atlantique";0;0;0;0;0
2004;"DENMAJ";"Court";"Atlantique";0;0;0;0;0
2005;"DENMAJ";"Court";"Atlantique";0;0;0,5;1;1,29166666666667
2006;"DENMAJ";"Court";"Atlantique";0;0;0;0;0
2007;"DENMAJ";"Court";"Atlantique";0;0;0;0;1,65
2008;"DENMAJ";"Court";"Atlantique";0;0;0;0;0
2009;"DENMAJ";"Court";"Atlantique";0;0;0;0;0
2010;"DENMAJ";"Court";"Atlantique";0;0;0;1;1,9
2011;"DENMAJ";"Court";"Atlantique";0;0;0;0;1,7
2012;"DENMAJ";"Court";"Atlantique";0;0;0;0,25;0,925
2013;"DENMAJ";"Court";"Atlantique";0;0;0;0;0,875
2014;"DENMAJ";"Court";"Atlantique";0;0;0;0;0,825
2015;"DENMAJ";"Court";"Atlantique";0;0;0;0;1,55
2016;"DENMAJ";"Court";"Atlantique";0;0;0;0;0
2017;"DENMAJ";"Court";"Atlantique";0;0;0;0;0,25
2018;"DENMAJ";"Court";"Atlantique";0;0;0;0;0,699999999999999
2019;"DENMAJ";"Court";"Atlantique";0;0;0;0,25;1
2020;"DENMAJ";"Court";"Atlantique";0;0;0;0,333333333333333;1,675
2021;"DENMAJ";"Court";"Atlantique";0;0;0,25;0,916666666666667;2
2022;"DENMAJ";"Court";"Atlantique";0;0;0;0,875;1
2014;"DENMED";"Court";"Atlantique";0;0;0;0;0
2016;"DENMED";"Court";"Atlantique";1;1;1;1;1
2018;"DENMED";"Court";"Atlantique";0;0;0;0;0
2020;"DENMED";"Court";"Atlantique";0;0;0,5;1,25;1,925
2021;"DENMED";"Court";"Atlantique";0;0;0;0;0
2022;"DENMED";"Court";"Atlantique";0;0;0;0;0
1993;"DENMIN";"Court";"Atlantique";1;1;1;1;1
1999;"DENMIN";"Court";"Atlantique";0;0;0;0;0
2002;"DENMIN";"Court";"Atlantique";0,5;0,5;0,5;0,5;0,5
2003;"DENMIN";"Court";"Atlantique";0;0;0;0;0
2004;"DENMIN";"Court";"Atlantique";0;0;0;0;0
2006;"DENMIN";"Court";"Atlantique";0;0;0;0;0
2008;"DENMIN";"Court";"Atlantique";0;0;0;0;0
2010;"DENMIN";"Court";"Atlantique";0,0249999999999999;0,25;0,5;0,75;0,975
2014;"DENMIN";"Court";"Atlantique";0;0;0;0;0
2017;"DENMIN";"Court";"Atlantique";0;0;0;0;0
2018;"DENMIN";"Court";"Atlantique";0;0;0,5;1,25;1,925
2020;"DENMIN";"Court";"Atlantique";0;0;0;0;0
2021;"DENMIN";"Court";"Atlantique";0;0;0;0;0
2022;"DENMIN";"Court";"Atlantique";1;1;1;1;1
2003;"DRYMAR";"Court";"Atlantique";0;0;0;0;0
2005;"DRYMAR";"Court";"Atlantique";0;0;0;0;0
2006;"DRYMAR";"Court";"Atlantique";0;0;0;0;0
2009;"DRYMAR";"Court";"Atlantique";0;0;0;0;0
2010;"DRYMAR";"Court";"Atlantique";0;0;0;0;0
2011;"DRYMAR";"Court";"Atlantique";0;0;0;0;0
2020;"DRYMAR";"Court";"Atlantique";0;0;0;0;0
2020;"EMBCIA";"Court";"Atlantique";0;0;0;0;0
2002;"EMBCIR";"Court";"Atlantique";0;0;0;0;0
2003;"EMBCIR";"Court";"Atlantique";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325
2004;"EMBCIR";"Court";"Atlantique";0;0;0;0;0
2005;"EMBCIR";"Court";"Atlantique";0;0;0;0;0
2006;"EMBCIR";"Court";"Atlantique";0;0;0;0;0
2007;"EMBCIR";"Court";"Atlantique";0;0;0;0,25;0,925
2008;"EMBCIR";"Court";"Atlantique";0;0;0;0;0
2009;"EMBCIR";"Court";"Atlantique";0;0;0;0;0
2010;"EMBCIR";"Court";"Atlantique";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2011;"EMBCIR";"Court";"Atlantique";0;0;0;0;0,9
2012;"EMBCIR";"Court";"Atlantique";0;0;0;0;0,075
2013;"EMBCIR";"Court";"Atlantique";0;0;0;0;0
2014;"EMBCIR";"Court";"Atlantique";0;0;0;0,3;0,57
2015;"EMBCIR";"Court";"Atlantique";0;0;0;0;0
2016;"EMBCIR";"Court";"Atlantique";0;0;0;0;0
2017;"EMBCIR";"Court";"Atlantique";0;0;0,25;0,625;0,9625
2018;"EMBCIR";"Court";"Atlantique";0;0;0;0,25;0,925
2019;"EMBCIR";"Court";"Atlantique";0;0;0;0;1,8
2020;"EMBCIR";"Court";"Atlantique";0,025;0,25;0,466666666666667;0,7;0,97
2021;"EMBCIR";"Court";"Atlantique";0;0;0,25;0,5;0,5
2022;"EMBCIR";"Court";"Atlantique";0;0;0;0;0,9
1990;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
1991;"EMBCIT";"Court";"Atlantique";0;0;0;0,25;0,475
1992;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
1993;"EMBCIT";"Court";"Atlantique";0;0;0;0,25;0,475
1994;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
1995;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
1996;"EMBCIT";"Court";"Atlantique";0,0107142857142857;0,107142857142857;0,214285714285714;0,321428571428571;0,417857142857143
1997;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
1998;"EMBCIT";"Court";"Atlantique";0;0;0;0;0
